Id_Cliente,Nome Cliente,Estado,Codigo_IBGE,Id_Transportador,Nome Transportador,Nota Fiscal,Qtd Volumes,Valor Nota Fiscal,Prazo Contratado,Data Expedição,Data Entrega,Ocorrência de Entrega,Prazo Entrega,On Time,In Full
124,João Vitor da Rocha,Rio Grande do Norte,24,6,Freitas e Filhos,1293,22,3181.99,14,2023-07-21,2023-08-05,Entrega com Avaria,15,Late Time,Avaria
137,Dr. Augusto Cunha,Mato Grosso,51,6,Freitas e Filhos,299,19,4232.3,17,2023-11-30,2023-12-18,Entrega com Avaria,18,Late Time,Avaria
137,Dr. Augusto Cunha,Mato Grosso,51,6,Freitas e Filhos,1330,5,4505.09,36,2023-01-25,2023-02-08,Entrega com Avaria,14,On Time,Avaria
141,Srta. Juliana Lopes,São Paulo,35,6,Freitas e Filhos,2025,38,3560.17,8,2023-12-07,2023-12-21,Sem Ocorrência,14,Late Time,Avaria
141,Srta. Juliana Lopes,São Paulo,35,6,Freitas e Filhos,2340,39,1028.47,12,2023-03-09,2023-03-20,Entrega com Avaria,11,On Time,Avaria
142,Sophia Novaes,São Paulo,35,6,Freitas e Filhos,1085,38,212.85,37,2023-08-03,2023-09-01,Sem Ocorrência,29,On Time,In Full
142,Sophia Novaes,São Paulo,35,6,Freitas e Filhos,1737,14,826.43,8,2023-12-23,2023-12-31,Entrega com Avaria,8,On Time,Avaria
152,Cauã Aragão,Ceará,23,6,Freitas e Filhos,1161,30,4488.99,19,2023-05-02,2023-05-12,Entrega com Avaria,10,On Time,Avaria
152,Cauã Aragão,Ceará,23,6,Freitas e Filhos,1938,17,679.51,17,2023-05-19,2023-05-24,Sem Ocorrência,5,On Time,In Full
164,Maria Eduarda Pinto,Ceará,23,6,Freitas e Filhos,748,43,276.12,24,2023-09-16,2023-10-15,Entrega com Avaria,29,Late Time,Avaria
167,Maysa Freitas,Mato Grosso,51,6,Freitas e Filhos,669,18,4524.26,12,2023-06-06,2023-06-22,Sem Ocorrência,16,Late Time,Avaria
167,Maysa Freitas,Mato Grosso,51,6,Freitas e Filhos,813,36,1200.23,8,2023-10-08,2023-10-15,Entrega com Avaria,7,On Time,Avaria
169,Vitória Barros,Sergipe,28,6,Freitas e Filhos,2387,39,1374.58,21,2023-03-18,2023-04-15,Sem Ocorrência,28,Late Time,Avaria
170,Gustavo Henrique da Rosa,Mato Grosso do Sul,50,6,Freitas e Filhos,1955,21,3436.42,3,2023-09-01,2023-09-08,Entrega com Avaria,7,Late Time,Avaria
173,Mariane Teixeira,Distrito Federal,53,6,Freitas e Filhos,666,3,2443.41,10,2023-03-22,2023-04-12,Sem Ocorrência,21,Late Time,Avaria
177,Dr. João Guilherme Correia,Sergipe,28,6,Freitas e Filhos,834,13,2475.85,30,2023-12-19,2023-12-31,Sem Ocorrência,12,On Time,In Full
179,Manuela da Luz,Santa Catarina,42,6,Freitas e Filhos,2242,48,4420.83,33,2023-12-03,2023-12-05,Sem Ocorrência,2,On Time,In Full
180,Sra. Alana Ferreira,Alagoas,27,6,Freitas e Filhos,2071,49,4667.7,32,2023-11-21,2023-11-28,Sem Ocorrência,7,On Time,In Full
181,Natália Vieira,Mato Grosso,51,6,Freitas e Filhos,1312,17,3252.63,22,2023-07-04,2023-07-18,Sem Ocorrência,14,On Time,In Full
181,Natália Vieira,Mato Grosso,51,6,Freitas e Filhos,2389,31,54.5,19,2023-01-18,2023-02-03,Sem Ocorrência,16,On Time,In Full
188,Ana Clara Nogueira,Bahia,29,6,Freitas e Filhos,2337,30,120.33,30,2023-04-15,2023-05-08,Entrega com Avaria,23,On Time,Avaria
193,Luiz Fernando da Mata,Alagoas,27,6,Freitas e Filhos,806,39,4001.86,12,2023-12-18,2023-12-31,Sem Ocorrência,13,Late Time,Avaria
195,Dra. Mariana Souza,Piauí,22,6,Freitas e Filhos,1597,50,3255.03,40,2023-08-07,2023-09-05,Entrega com Avaria,29,On Time,Avaria
197,Murilo Dias,Amazonas,13,6,Freitas e Filhos,791,16,4182.44,16,2023-04-02,2023-04-26,Entrega com Avaria,24,Late Time,Avaria
198,Paulo Pereira,Minas Gerais,31,6,Freitas e Filhos,2090,23,4641.42,18,2023-03-02,2023-03-19,Entrega com Avaria,17,On Time,Avaria
199,Otávio Moraes,Rio Grande do Sul,43,6,Freitas e Filhos,1038,45,409.28,15,2023-10-25,2023-11-02,Sem Ocorrência,8,On Time,In Full
199,Otávio Moraes,Rio Grande do Sul,43,6,Freitas e Filhos,1278,17,766.27,25,2023-11-16,2023-11-21,Sem Ocorrência,5,On Time,In Full
201,Thomas Pereira,Rio Grande do Sul,43,6,Freitas e Filhos,2385,51,239.55,21,2023-05-02,2023-05-11,Entrega com Avaria,9,On Time,Avaria
202,André da Costa,Piauí,22,6,Freitas e Filhos,1658,51,1072.55,33,2023-08-11,2023-08-27,Entrega com Avaria,16,On Time,Avaria
214,Evelyn Mendes,Paraíba,25,6,Freitas e Filhos,1993,39,1914.34,5,2023-07-13,2023-07-14,Sem Ocorrência,1,On Time,In Full
215,Vinicius Duarte,Mato Grosso,51,6,Freitas e Filhos,1409,19,2753.28,39,2023-08-27,2023-08-28,Sem Ocorrência,1,On Time,In Full
218,Danilo Cunha,Mato Grosso do Sul,50,6,Freitas e Filhos,515,11,1120.72,32,2023-03-17,2023-03-19,Sem Ocorrência,2,On Time,In Full
218,Danilo Cunha,Mato Grosso do Sul,50,6,Freitas e Filhos,544,15,2642.6,34,2023-08-11,2023-08-14,Entrega com Avaria,3,On Time,Avaria
221,André Silveira,Ceará,23,6,Freitas e Filhos,2235,19,3134.29,38,2023-08-23,2023-09-12,Entrega com Avaria,20,On Time,Avaria
222,Sra. Maria Julia Jesus,Rio Grande do Sul,43,6,Freitas e Filhos,118,24,125.75,12,2023-07-23,2023-08-17,Sem Ocorrência,25,Late Time,Avaria
227,Bryan Silveira,Mato Grosso,51,6,Freitas e Filhos,178,17,2217.93,24,2023-09-06,2023-09-15,Sem Ocorrência,9,On Time,In Full
232,Heitor da Rosa,Minas Gerais,31,6,Freitas e Filhos,803,39,3224.63,36,2023-09-12,2023-09-25,Entrega com Avaria,13,On Time,Avaria
234,Maria Luiza Correia,Santa Catarina,42,6,Freitas e Filhos,869,50,2148.74,27,2023-08-01,2023-08-03,Sem Ocorrência,2,On Time,In Full
234,Maria Luiza Correia,Santa Catarina,42,6,Freitas e Filhos,1652,22,822.56,3,2023-01-31,2023-02-21,Sem Ocorrência,21,Late Time,Avaria
241,Kaique Fogaça,Tocantins,17,6,Freitas e Filhos,1579,51,4463.55,41,2023-02-17,2023-02-19,Sem Ocorrência,2,On Time,In Full
244,Pedro Henrique Pires,Maranhão,21,6,Freitas e Filhos,751,30,361.09,10,2023-09-10,2023-09-17,Sem Ocorrência,7,On Time,In Full
250,Larissa da Luz,Amazonas,13,6,Freitas e Filhos,1234,10,1503.25,35,2023-05-17,2023-05-21,Entrega com Avaria,4,On Time,Avaria
252,Sr. Erick Lopes,Rondônia,11,6,Freitas e Filhos,1844,10,3230.13,26,2023-12-16,2023-12-25,Entrega com Avaria,9,On Time,Avaria
253,Pietro da Mata,Goiás,52,6,Freitas e Filhos,795,51,897.13,7,2023-02-15,2023-03-01,Entrega com Avaria,14,Late Time,Avaria
254,Calebe Carvalho,Pará,15,6,Freitas e Filhos,48,44,2548.7,9,2023-03-10,2023-03-12,Sem Ocorrência,2,On Time,In Full
262,Henrique Alves,Amazonas,13,6,Freitas e Filhos,2001,38,837.6,23,2023-12-08,2023-12-31,Sem Ocorrência,23,On Time,In Full
264,Marina Teixeira,Amapá,16,6,Freitas e Filhos,627,3,1586.37,36,2023-08-17,2023-08-22,Entrega com Avaria,5,On Time,Avaria
265,Antônio Azevedo,Pará,15,6,Freitas e Filhos,1677,32,2871.97,33,2023-08-04,2023-08-24,Entrega com Avaria,20,On Time,Avaria
267,Marina Almeida,Bahia,29,6,Freitas e Filhos,7,25,3130.24,22,2023-09-13,2023-09-25,Entrega com Avaria,12,On Time,Avaria
267,Marina Almeida,Bahia,29,6,Freitas e Filhos,196,12,2749.79,16,2023-07-03,2023-07-12,Entrega com Avaria,9,On Time,Avaria
270,Julia Rodrigues,Mato Grosso do Sul,50,6,Freitas e Filhos,824,20,1528.63,18,2023-10-12,2023-11-04,Sem Ocorrência,23,Late Time,Avaria
273,Kaique Pires,Paraíba,25,6,Freitas e Filhos,702,20,1125.37,13,2023-07-22,2023-07-27,Entrega com Avaria,5,On Time,Avaria
275,Guilherme Porto,São Paulo,35,6,Freitas e Filhos,2431,11,1153.01,8,2023-03-12,2023-04-02,Sem Ocorrência,21,Late Time,Avaria
277,Lucas Gabriel das Neves,Amapá,16,6,Freitas e Filhos,1317,24,2870.85,23,2023-12-04,2023-12-08,Entrega com Avaria,4,On Time,Avaria
279,Lucca da Mata,Sergipe,28,6,Freitas e Filhos,741,40,1239.67,9,2023-02-07,2023-02-26,Sem Ocorrência,19,Late Time,Avaria
286,Fernando Moura,Rio de Janeiro,33,6,Freitas e Filhos,2092,17,2712.32,8,2023-08-18,2023-09-04,Sem Ocorrência,17,Late Time,Avaria
290,Lorena Novaes,São Paulo,35,6,Freitas e Filhos,894,42,3328.68,15,2023-08-10,2023-09-06,Entrega com Avaria,27,Late Time,Avaria
294,Davi Luiz Melo,Amapá,16,6,Freitas e Filhos,1413,22,1973.94,11,2023-07-06,2023-07-11,Entrega com Avaria,5,On Time,Avaria
298,Davi Ramos,Rio Grande do Norte,24,6,Freitas e Filhos,2393,25,605.51,22,2023-05-14,2023-06-02,Sem Ocorrência,19,On Time,In Full
300,Sr. Raul Alves,Rio de Janeiro,33,6,Freitas e Filhos,2059,48,4076.25,11,2023-05-31,2023-06-13,Entrega com Avaria,13,Late Time,Avaria
304,Luiz Otávio da Rocha,Pernambuco,26,6,Freitas e Filhos,1034,2,2768.53,10,2023-03-03,2023-03-24,Entrega com Avaria,21,Late Time,Avaria
309,Vitor Alves,Tocantins,17,6,Freitas e Filhos,1802,22,2404.64,41,2023-02-12,2023-03-11,Sem Ocorrência,27,On Time,In Full
313,Sophie Costela,Amapá,16,6,Freitas e Filhos,1612,32,2889.07,15,2023-02-24,2023-03-15,Entrega com Avaria,19,Late Time,Avaria
315,Alícia Nogueira,Rio Grande do Norte,24,6,Freitas e Filhos,1238,3,139.91,25,2023-11-09,2023-11-22,Entrega com Avaria,13,On Time,Avaria
319,Larissa Caldeira,Rondônia,11,6,Freitas e Filhos,1135,30,1732.03,34,2023-03-06,2023-03-25,Sem Ocorrência,19,On Time,In Full
321,Danilo Moura,Maranhão,21,6,Freitas e Filhos,1162,7,625.16,11,2023-03-20,2023-03-28,Sem Ocorrência,8,On Time,In Full
330,Enrico Azevedo,Paraíba,25,6,Freitas e Filhos,1247,19,148.78,2,2023-10-12,2023-11-11,Sem Ocorrência,30,Late Time,Avaria
333,Davi Luiz Correia,Acre,12,6,Freitas e Filhos,1388,51,267.31,22,2023-12-13,2023-12-18,Sem Ocorrência,5,On Time,In Full
335,Noah Lima,Tocantins,17,6,Freitas e Filhos,1054,39,1818.32,3,2023-12-19,2023-12-28,Sem Ocorrência,9,Late Time,Avaria
336,Davi Mendes,Distrito Federal,53,6,Freitas e Filhos,694,19,2627.8,32,2023-03-10,2023-03-11,Sem Ocorrência,1,On Time,In Full
339,Luiz Henrique Carvalho,Distrito Federal,53,6,Freitas e Filhos,880,43,270.97,4,2023-09-08,2023-09-20,Entrega com Avaria,12,Late Time,Avaria
342,Otávio Alves,Amazonas,13,6,Freitas e Filhos,1112,48,1484.28,36,2023-10-06,2023-10-14,Entrega com Avaria,8,On Time,Avaria
347,Vitor Cardoso,Maranhão,21,6,Freitas e Filhos,774,51,862.39,15,2023-06-07,2023-06-17,Entrega com Avaria,10,On Time,Avaria
354,Sabrina Farias,Santa Catarina,42,6,Freitas e Filhos,2068,7,2064.74,14,2023-12-18,2023-12-31,Entrega com Avaria,13,On Time,Avaria
357,Vitória Pereira,Pernambuco,26,6,Freitas e Filhos,300,35,1570.68,27,2023-03-17,2023-03-30,Sem Ocorrência,13,On Time,In Full
366,Ana Júlia Castro,Santa Catarina,42,6,Freitas e Filhos,646,5,3452.65,14,2023-08-20,2023-09-02,Entrega com Avaria,13,On Time,Avaria
366,Ana Júlia Castro,Santa Catarina,42,6,Freitas e Filhos,2371,5,1046.61,4,2023-06-07,2023-06-16,Entrega com Avaria,9,Late Time,Avaria
367,Davi Lucas Cunha,Minas Gerais,31,6,Freitas e Filhos,217,45,2840.1,37,2023-01-10,2023-02-08,Sem Ocorrência,29,On Time,In Full
370,Benício Cardoso,Paraíba,25,6,Freitas e Filhos,993,2,3658.75,36,2023-08-30,2023-09-06,Sem Ocorrência,7,On Time,In Full
374,Sr. Rodrigo Pereira,Paraná,41,6,Freitas e Filhos,1873,7,578.14,18,2023-05-17,2023-06-08,Sem Ocorrência,22,Late Time,Avaria
376,Ana Clara Freitas,Santa Catarina,42,6,Freitas e Filhos,1502,46,2059.17,32,2023-09-21,2023-09-24,Sem Ocorrência,3,On Time,In Full
377,Lucas Ribeiro,Espírito Santo,32,6,Freitas e Filhos,1923,44,3100.35,26,2023-12-20,2023-12-31,Sem Ocorrência,11,On Time,In Full
384,Lavínia Almeida,Bahia,29,6,Freitas e Filhos,1548,39,4478.11,5,2023-04-12,2023-04-17,Entrega com Avaria,5,On Time,Avaria
393,Sr. Vitor Gabriel da Luz,Goiás,52,6,Freitas e Filhos,329,48,2846.73,26,2023-06-15,2023-06-21,Sem Ocorrência,6,On Time,In Full
393,Sr. Vitor Gabriel da Luz,Goiás,52,6,Freitas e Filhos,2039,22,1382.75,35,2023-10-23,2023-11-07,Entrega com Avaria,15,On Time,Avaria
396,Julia da Mota,Rio Grande do Norte,24,6,Freitas e Filhos,1822,36,3749.17,31,2023-01-24,2023-02-03,Sem Ocorrência,10,On Time,In Full
397,Danilo Fogaça,Espírito Santo,32,6,Freitas e Filhos,992,15,3102.61,26,2023-04-05,2023-04-20,Entrega com Avaria,15,On Time,Avaria
397,Danilo Fogaça,Espírito Santo,32,6,Freitas e Filhos,2345,24,645.43,10,2023-01-27,2023-02-19,Sem Ocorrência,23,Late Time,Avaria
398,Vitória Cunha,Amazonas,13,6,Freitas e Filhos,2472,48,3440.97,14,2023-06-16,2023-07-16,Sem Ocorrência,30,Late Time,Avaria
401,Luigi da Mota,Tocantins,17,6,Freitas e Filhos,2307,47,1429.55,3,2023-04-07,2023-04-21,Entrega com Avaria,14,Late Time,Avaria
402,Luiz Felipe da Luz,Acre,12,6,Freitas e Filhos,502,19,3231.03,40,2023-04-18,2023-05-02,Sem Ocorrência,14,On Time,In Full
402,Luiz Felipe da Luz,Acre,12,6,Freitas e Filhos,701,37,3452.13,2,2023-03-28,2023-04-15,Entrega com Avaria,18,Late Time,Avaria
403,Dra. Bárbara Peixoto,Roraima,14,6,Freitas e Filhos,1274,17,4004.57,4,2023-01-14,2023-02-08,Sem Ocorrência,25,Late Time,Avaria
403,Dra. Bárbara Peixoto,Roraima,14,6,Freitas e Filhos,1776,6,3268.71,18,2023-10-31,2023-11-25,Sem Ocorrência,25,Late Time,Avaria
405,Kamilly Rezende,Ceará,23,6,Freitas e Filhos,1168,50,4693.87,10,2023-07-08,2023-07-27,Sem Ocorrência,19,Late Time,Avaria
406,Sra. Luiza Costa,Rio Grande do Sul,43,6,Freitas e Filhos,535,11,3618.94,10,2023-02-12,2023-02-21,Entrega com Avaria,9,On Time,Avaria
406,Sra. Luiza Costa,Rio Grande do Sul,43,6,Freitas e Filhos,808,48,482.26,24,2023-02-03,2023-02-27,Sem Ocorrência,24,On Time,In Full
409,Bruna Moraes,Paraná,41,6,Freitas e Filhos,270,31,33.69,21,2023-12-20,2023-12-31,Sem Ocorrência,11,On Time,In Full
410,Diego Rocha,Alagoas,27,6,Freitas e Filhos,1796,36,4549.12,33,2023-02-10,2023-02-28,Entrega com Avaria,18,On Time,Avaria
415,Thales Souza,Rio Grande do Sul,43,6,Freitas e Filhos,639,15,2543.05,23,2023-09-17,2023-10-01,Entrega com Avaria,14,On Time,Avaria
416,Ana Julia Campos,Paraíba,25,6,Freitas e Filhos,133,24,4096.52,27,2023-11-17,2023-11-18,Entrega com Avaria,1,On Time,Avaria
420,Dra. Julia Almeida,Rio de Janeiro,33,6,Freitas e Filhos,1024,43,3503.67,30,2023-09-08,2023-10-07,Sem Ocorrência,29,On Time,In Full
423,Rodrigo Campos,Mato Grosso,51,6,Freitas e Filhos,1850,46,1469.4,4,2023-06-18,2023-06-21,Sem Ocorrência,3,On Time,In Full
430,Sabrina Dias,Minas Gerais,31,6,Freitas e Filhos,754,40,3118.47,17,2023-07-28,2023-08-15,Entrega com Avaria,18,Late Time,Avaria
437,Isabella Pires,Paraíba,25,6,Freitas e Filhos,903,20,3470.0,23,2023-11-21,2023-12-04,Sem Ocorrência,13,On Time,In Full
451,Sr. Vinicius das Neves,Amapá,16,6,Freitas e Filhos,619,40,1941.34,36,2023-02-27,2023-03-04,Entrega com Avaria,5,On Time,Avaria
452,Kamilly Martins,Tocantins,17,6,Freitas e Filhos,779,1,594.79,27,2023-10-31,2023-11-25,Entrega com Avaria,25,On Time,Avaria
452,Kamilly Martins,Tocantins,17,6,Freitas e Filhos,1581,4,1132.98,40,2023-11-23,2023-12-17,Entrega com Avaria,24,On Time,Avaria
456,Kamilly Melo,Amapá,16,6,Freitas e Filhos,15,40,2591.21,33,2023-10-03,2023-10-26,Entrega com Avaria,23,On Time,Avaria
460,Maria Eduarda Farias,Paraíba,25,6,Freitas e Filhos,207,23,2157.13,7,2023-10-29,2023-10-31,Entrega com Avaria,2,On Time,Avaria
474,Isadora Pires,Ceará,23,6,Freitas e Filhos,1377,7,247.13,9,2023-06-18,2023-06-21,Sem Ocorrência,3,On Time,In Full
476,Clarice Gonçalves,Paraná,41,6,Freitas e Filhos,947,40,2527.96,19,2023-08-26,2023-09-15,Sem Ocorrência,20,Late Time,Avaria
485,Stella Moraes,Paraná,41,6,Freitas e Filhos,2214,34,1620.44,10,2023-05-16,2023-06-07,Sem Ocorrência,22,Late Time,Avaria
488,Davi Lucca Freitas,Mato Grosso do Sul,50,6,Freitas e Filhos,2495,46,1320.58,24,2023-02-09,2023-02-27,Sem Ocorrência,18,On Time,In Full
490,Helena Nogueira,Rio Grande do Sul,43,6,Freitas e Filhos,290,15,645.63,5,2023-05-16,2023-06-02,Sem Ocorrência,17,Late Time,Avaria
491,Sr. Vicente da Rocha,Amazonas,13,6,Freitas e Filhos,2060,48,1100.7,16,2023-04-07,2023-04-12,Entrega com Avaria,5,On Time,Avaria
492,Dr. Vitor Ramos,São Paulo,35,6,Freitas e Filhos,2445,37,1783.38,22,2023-03-06,2023-03-22,Sem Ocorrência,16,On Time,In Full
498,João Gabriel da Cunha,Mato Grosso,51,6,Freitas e Filhos,1455,40,15.59,7,2023-11-21,2023-12-06,Entrega com Avaria,15,Late Time,Avaria
499,Igor Rocha,Pernambuco,26,6,Freitas e Filhos,1491,36,89.74,31,2023-04-02,2023-04-05,Entrega com Avaria,3,On Time,Avaria
8,Leandro Aragão,Goiás,52,9,Castro S.A.,715,2,1272.84,23,2023-10-29,2023-11-14,Entrega com Avaria,16,On Time,Avaria
9,Clara da Mota,Bahia,29,9,Castro S.A.,2093,24,3867.5,4,2023-04-13,2023-05-04,Sem Ocorrência,21,Late Time,Avaria
19,Diego da Cunha,Maranhão,21,9,Castro S.A.,780,29,867.58,3,2023-04-03,2023-04-04,Sem Ocorrência,1,On Time,In Full
19,Diego da Cunha,Maranhão,21,9,Castro S.A.,1073,23,2053.95,9,2023-09-26,2023-10-09,Entrega com Avaria,13,Late Time,Avaria
21,Sr. Theo Barros,Paraná,41,9,Castro S.A.,350,23,3815.53,30,2023-05-17,2023-06-15,Sem Ocorrência,29,On Time,In Full
32,Anthony Lima,Amapá,16,9,Castro S.A.,86,18,3773.65,29,2023-08-31,2023-09-24,Entrega com Avaria,24,On Time,Avaria
32,Anthony Lima,Amapá,16,9,Castro S.A.,1300,23,2168.74,19,2023-06-04,2023-06-10,Entrega com Avaria,6,On Time,Avaria
35,Dra. Mariana Almeida,Amazonas,13,9,Castro S.A.,1870,20,4700.63,23,2023-04-12,2023-04-25,Sem Ocorrência,13,On Time,In Full
39,Arthur Santos,Bahia,29,9,Castro S.A.,161,36,2587.6,19,2023-03-30,2023-04-02,Sem Ocorrência,3,On Time,In Full
39,Arthur Santos,Bahia,29,9,Castro S.A.,1807,27,1332.79,19,2023-05-23,2023-06-03,Entrega com Avaria,11,On Time,Avaria
40,Maria Luiza Castro,Acre,12,9,Castro S.A.,185,36,2943.15,25,2023-07-04,2023-08-02,Entrega com Avaria,29,Late Time,Avaria
42,Yasmin Gonçalves,Rio Grande do Norte,24,9,Castro S.A.,686,50,3817.86,15,2023-01-27,2023-02-08,Entrega com Avaria,12,On Time,Avaria
47,Laura Freitas,Piauí,22,9,Castro S.A.,464,24,1470.4,6,2023-02-15,2023-02-20,Entrega com Avaria,5,On Time,Avaria
49,Nathan Araújo,Santa Catarina,42,9,Castro S.A.,318,12,4765.39,28,2023-12-18,2023-12-24,Entrega com Avaria,6,On Time,Avaria
49,Nathan Araújo,Santa Catarina,42,9,Castro S.A.,2478,43,983.28,12,2023-03-22,2023-04-20,Entrega com Avaria,29,Late Time,Avaria
51,Fernanda Lima,Rio de Janeiro,33,9,Castro S.A.,73,36,4011.5,37,2023-09-01,2023-09-19,Sem Ocorrência,18,On Time,In Full
53,Elisa Cardoso,Rio de Janeiro,33,9,Castro S.A.,2458,17,2679.91,10,2023-05-18,2023-06-12,Sem Ocorrência,25,Late Time,Avaria
54,Larissa Ramos,Pará,15,9,Castro S.A.,2080,29,2689.51,31,2023-11-02,2023-11-29,Entrega com Avaria,27,On Time,Avaria
58,Miguel Pinto,Mato Grosso do Sul,50,9,Castro S.A.,233,7,1575.26,20,2023-04-29,2023-05-08,Entrega com Avaria,9,On Time,Avaria
58,Miguel Pinto,Mato Grosso do Sul,50,9,Castro S.A.,1304,20,4191.78,36,2023-05-23,2023-05-29,Entrega com Avaria,6,On Time,Avaria
67,Joaquim das Neves,Roraima,14,9,Castro S.A.,1307,6,1428.53,23,2023-06-09,2023-06-19,Entrega com Avaria,10,On Time,Avaria
67,Joaquim das Neves,Roraima,14,9,Castro S.A.,2053,25,910.99,9,2023-08-12,2023-08-19,Sem Ocorrência,7,On Time,In Full
67,Joaquim das Neves,Roraima,14,9,Castro S.A.,2476,50,2671.65,8,2023-11-14,2023-11-19,Sem Ocorrência,5,On Time,In Full
68,Carlos Eduardo Freitas,Bahia,29,9,Castro S.A.,1123,15,554.83,23,2023-01-29,2023-02-15,Entrega com Avaria,17,On Time,Avaria
75,Nicole Azevedo,Distrito Federal,53,9,Castro S.A.,405,1,3272.73,10,2023-11-19,2023-12-16,Entrega com Avaria,27,Late Time,Avaria
76,Antônio Azevedo,Distrito Federal,53,9,Castro S.A.,1144,42,4290.77,32,2023-08-03,2023-08-09,Entrega com Avaria,6,On Time,Avaria
87,Matheus Gomes,Espírito Santo,32,9,Castro S.A.,1339,45,2556.9,16,2023-06-20,2023-07-07,Sem Ocorrência,17,Late Time,Avaria
89,Matheus Ribeiro,Pará,15,9,Castro S.A.,1083,22,1519.62,9,2023-10-13,2023-11-07,Entrega com Avaria,25,Late Time,Avaria
94,Pedro Miguel da Rocha,Espírito Santo,32,9,Castro S.A.,210,39,403.56,19,2023-08-02,2023-08-05,Entrega com Avaria,3,On Time,Avaria
99,Paulo Santos,Distrito Federal,53,9,Castro S.A.,2102,25,2929.28,3,2023-01-21,2023-01-25,Sem Ocorrência,4,Late Time,Avaria
103,Gabriel Barbosa,Paraíba,25,9,Castro S.A.,220,43,4583.3,1,2023-04-12,2023-04-21,Entrega com Avaria,9,Late Time,Avaria
107,Stella da Mota,Mato Grosso,51,9,Castro S.A.,346,39,3262.33,12,2023-12-09,2023-12-16,Sem Ocorrência,7,On Time,In Full
108,Davi Lucas Araújo,Rio de Janeiro,33,9,Castro S.A.,169,1,3610.31,38,2023-06-19,2023-07-06,Entrega com Avaria,17,On Time,Avaria
108,Davi Lucas Araújo,Rio de Janeiro,33,9,Castro S.A.,930,34,4165.45,4,2023-10-19,2023-11-07,Sem Ocorrência,19,Late Time,Avaria
108,Davi Lucas Araújo,Rio de Janeiro,33,9,Castro S.A.,2308,41,4007.2,16,2023-01-01,2023-01-05,Sem Ocorrência,4,On Time,In Full
112,Pedro Miguel Rezende,Minas Gerais,31,9,Castro S.A.,1983,22,386.94,21,2023-07-20,2023-07-25,Sem Ocorrência,5,On Time,In Full
113,Kaique Aragão,Mato Grosso do Sul,50,9,Castro S.A.,1841,12,460.41,33,2023-05-23,2023-06-09,Sem Ocorrência,17,On Time,In Full
115,Carolina da Paz,Amapá,16,9,Castro S.A.,1454,21,3842.22,35,2023-11-10,2023-12-03,Entrega com Avaria,23,On Time,Avaria
118,Nicolas Ribeiro,Mato Grosso,51,9,Castro S.A.,650,25,1226.85,20,2023-06-15,2023-07-12,Sem Ocorrência,27,Late Time,Avaria
119,Bárbara Fernandes,Espírito Santo,32,9,Castro S.A.,1701,38,4223.39,5,2023-06-21,2023-07-11,Entrega com Avaria,20,Late Time,Avaria
120,Srta. Bruna Moura,Ceará,23,9,Castro S.A.,1289,30,4270.94,4,2023-02-03,2023-02-15,Sem Ocorrência,12,Late Time,Avaria
127,Maria da Cunha,Ceará,23,9,Castro S.A.,2045,18,734.79,27,2023-09-06,2023-09-11,Sem Ocorrência,5,On Time,In Full
131,Guilherme Mendes,Paraná,41,9,Castro S.A.,1760,40,3970.46,11,2023-07-05,2023-07-10,Sem Ocorrência,5,On Time,In Full
133,Mariane Nunes,Amapá,16,9,Castro S.A.,1159,13,3708.86,35,2023-03-26,2023-04-03,Entrega com Avaria,8,On Time,Avaria
134,Enzo Gabriel Pereira,Rio Grande do Sul,43,9,Castro S.A.,516,16,3215.13,20,2023-06-10,2023-06-15,Entrega com Avaria,5,On Time,Avaria
137,Dr. Augusto Cunha,Mato Grosso,51,9,Castro S.A.,615,41,2081.06,19,2023-04-27,2023-04-30,Entrega com Avaria,3,On Time,Avaria
139,Nathan Ferreira,Piauí,22,9,Castro S.A.,1490,7,1324.23,15,2023-04-27,2023-05-15,Sem Ocorrência,18,Late Time,Avaria
141,Srta. Juliana Lopes,São Paulo,35,9,Castro S.A.,2354,48,3100.44,33,2023-04-25,2023-05-19,Sem Ocorrência,24,On Time,In Full
145,Isis Porto,Alagoas,27,9,Castro S.A.,130,3,1376.48,31,2023-01-21,2023-02-17,Entrega com Avaria,27,On Time,Avaria
147,Thales Carvalho,Espírito Santo,32,9,Castro S.A.,20,22,3714.12,11,2023-02-21,2023-03-22,Entrega com Avaria,29,Late Time,Avaria
151,Pedro Miguel Rodrigues,Amazonas,13,9,Castro S.A.,2474,12,2014.86,24,2023-04-18,2023-05-05,Entrega com Avaria,17,On Time,Avaria
154,Dra. Carolina Martins,Acre,12,9,Castro S.A.,1373,5,4285.45,4,2023-09-14,2023-09-15,Sem Ocorrência,1,On Time,In Full
157,Larissa Vieira,Distrito Federal,53,9,Castro S.A.,2419,40,2471.52,13,2023-11-06,2023-11-21,Sem Ocorrência,15,Late Time,Avaria
164,Maria Eduarda Pinto,Ceará,23,9,Castro S.A.,2114,42,4950.1,39,2023-08-23,2023-08-31,Sem Ocorrência,8,On Time,In Full
165,Clarice Fernandes,Amazonas,13,9,Castro S.A.,1603,42,2287.7,32,2023-10-24,2023-11-08,Entrega com Avaria,15,On Time,Avaria
167,Maysa Freitas,Mato Grosso,51,9,Castro S.A.,1313,14,2119.89,27,2023-08-24,2023-09-02,Sem Ocorrência,9,On Time,In Full
